Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Hau TK10L 23	TK10	TK10L_023	#023		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Fighting Energy TK10L 24	TK10	TK10L_024	#024		Energy					Energy	
Great Ball TK10L 25	TK10	TK10L_025	#025		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Fighting Energy TK10L 26	TK10	TK10L_026	#026		Energy					Energy	
Big Malasada TK10L 27	TK10	TK10L_027	#027		Trainer - Item						Heal 20 damage and remove a Special Condition from your Active Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Fighting Energy TK10L 28	TK10	TK10L_028	#028		Energy					Energy	
Rockruff TK10L 29	TK10	TK10L_029	#029	Fighting	Basic	60	Grass x2		1		[C] Tackle: 10 damage. | [F][C] Rock Throw: 20 damage.
Lycanroc TK10L 30	TK10	TK10L_030	#030	Fighting	Stage 1 - Rockruff	110	Grass x2		1		[C][C] Bite: 20 damage. | [F][F][C] Claw Slash: 80 damage.
Rowlet MCD17 1	MCD17	MCD17_001	#001	Grass	Basic	60	Fire x2		1	Promo	[C] Tackle: 10 damage. | [G][C] Leafage: 20 damage.
Grubbin MCD17 2	MCD17	MCD17_002	#002	Grass	Basic	70	Fire x2		2	Promo	[C][C] Vice Grip: 20 damage.
Litten MCD17 3	MCD17	MCD17_003	#003	Fire	Basic	70	Water x2		1	Promo	[R] Bite: 10 damage. | [R][C] Flare: 20 damage.
Popplio MCD17 4	MCD17	MCD17_004	#004	Water	Basic	70	Grass x2		1	Promo	[W] Pound: 10 damage. | [W][C] Water Gun: 20 damage.
Pikachu MCD17 5	MCD17	MCD17_005	#005	Lightning	Basic	70	Fighting x2	Metal -20	1	Promo	[L] Thunder Wave: Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [L][C][C] Electro Ball: 50 damage.
Cosmog MCD17 6	MCD17	MCD17_006	#006	Psychic	Basic	60	Psychic x2		1	Promo	[C] Dust Gathering: Draw a card.
Crabrawler MCD17 7	MCD17	MCD17_007	#007	Fighting	Basic	80	Psychic x2		2	Promo	[C][C] Punch: 20 damage. | [F][C][C] Crabhammer: 40 damage.
Alolan Meowth MCD17 8	MCD17	MCD17_008	#008	Darkness	Basic	70	Fighting x2	Psychic -20	1	Promo	[-] Fury Swipes: 10x damage. Flip 3 coins. This attack does 10 damage for each heads.
Alolan Diglett MCD17 9	MCD17	MCD17_009	#009	Metal	Basic	50	Fire x2	Psychic -20	1	Promo	[-] Spelunk: Look at the top 3 cards of your deck and put them back in any order. | [M] Mud-Slap: 10 damage.
Cutiefly MCD17 10	MCD17	MCD17_010	#010	Fairy	Basic	30	Metal x2	Darkness -20	1	Promo	[Y] Fly Around: 10 damage. If any damage is done to this Pokemon by attacks during your opponent's next turn, flip a coin. If heads, prevent that damage.
Pikipek MCD17 11	MCD17	MCD17_011	#011	Colorless	Basic	50	Lightning x2	Fighting -20	1	Promo	[C] Rock Smash: 10+ damage. Flip a coin. If heads, this attack does 10 more damage.
Yungoos MCD17 12	MCD17	MCD17_012	#012	Colorless	Basic	70	Fighting x2		1	Promo	[C] Tackle: 10 damage. | [C][C] Bite: 20 damage.
Grass Energy TK11N 1	TK11	TK11N_001	#001		Energy					Energy	
Grass Energy TK11N 2	TK11	TK11N_002	#002		Energy					Energy	
Grass Energy TK11N 3	TK11	TK11N_003	#003		Energy					Energy	
Bunnelby TK11N 4	TK11	TK11N_004	#004	Colorless	Basic	70	Fighting x2		2		[C][C] Mud Shot: 30 damage.
Grass Energy TK11N 5	TK11	TK11N_005	#005		Energy					Energy	
Gloom TK11N 6	TK11	TK11N_006	#006	Grass	Stage 1 - Oddish	80	Fire x2		2		[G] Stinky Scent: Your opponent's Active Pokemon is now Confused. | [G][C] Razor Leaf: 30 damage.
Grass Energy TK11N 7	TK11	TK11N_007	#007		Energy					Energy	
Fairy Energy TK11N 8	TK11	TK11N_008	#008		Energy					Energy	
Fairy Energy TK11N 9	TK11	TK11N_009	#009		Energy					Energy	
Fairy Energy TK11N 10	TK11	TK11N_010	#010		Energy					Energy	
Oddish TK11N 11	TK11	TK11N_011	#011	Grass	Basic	50	Fire x2		1		[G] Poison Powder: Your opponent's Active Pokemon is now Poisoned.
Fairy Energy TK11N 12	TK11	TK11N_012	#012		Energy					Energy	
Skiddo TK11N 13	TK11	TK11N_013	#013	Grass	Basic	70	Fire x2		1		[C][C] Seed Bomb: 20 damage.
Alolan Vulpix TK11N 14	TK11	TK11N_014	#014	Water	Basic	60	Metal x2		1		[-] Beacon: Search your deck for up to 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [C][C] Icy Snow: 20 damage.
Potion TK11N 15	TK11	TK11N_015	#015		Trainer - Item						Heal 30 damage from 1 of your Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Patrat TK11N 16	TK11	TK11N_016	#016	Colorless	Basic	60	Fighting x2		1		[C] Glance: Look at the top card of your opponent's deck. | [C][C] Tackle: 20 damage.
Alolan Ninetales TK11N 17	TK11	TK11N_017	#017	Fairy	Stage 1 - Alolan Vulpix	110	Metal x2	Darkness -20	1		[C][C] Smash Kick: 30 damage. | [Y][Y][C] Spiral Drain: 80 damage. Heal 30 damage from this Pokemon.
Diggersby TK11N 18	TK11	TK11N_018	#018	Colorless	Stage 1 - Bunnelby	130	Fighting x2		3		[C][C][C] Dig: 60 damage. Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn. | [C][C][C][C] Hammer Arm: 90 damage. Discard the top card of your opponent's deck.
Hau TK11N 19	TK11	TK11N_019	#019		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Fairy Energy TK11N 20	TK11	TK11N_020	#020		Energy					Energy	
Great Ball TK11N 21	TK11	TK11N_021	#021		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Jigglypuff TK11N 22	TK11	TK11N_022	#022	Fairy	Basic	60	Metal x2	Darkness -20	1		[C] Rollout: 10 damage. | [Y][C] Double Slap: 20x damage. Flip 2 coins. This attack does 20 damage for each heads.
Hau TK11N 23	TK11	TK11N_023	#023		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Fairy Energy TK11N 24	TK11	TK11N_024	#024		Energy					Energy	
Great Ball TK11N 25	TK11	TK11N_025	#025		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Eevee TK11N 26	TK11	TK11N_026	#026	Colorless	Basic	60	Fighting x2		1		[C] Gnaw: 20 damage.
Grass Energy TK11N 27	TK11	TK11N_027	#027		Energy					Energy	
Fairy Energy TK11N 28	TK11	TK11N_028	#028		Energy					Energy	
Alolan Vulpix TK11N 29	TK11	TK11N_029	#029	Water	Basic	60	Metal x2		1		[-] Beacon: Search your deck for up to 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [C][C] Icy Snow: 20 damage.
Alolan Ninetales TK11N 30	TK11	TK11N_030	#030	Fairy	Stage 1 - Alolan Vulpix	110	Metal x2	Darkness -20	1		[C][C] Smash Kick: 30 damage. | [Y][Y][C] Spiral Drain: 80 damage. Heal 30 damage from this Pokemon.
Hoothoot TK11S 1	TK11	TK11S_001	#001	Colorless	Basic	60	Lightning x2	Fighting -20	1		[C] See Through: Your opponent reveals their hand. | [C][C] Peck: 20 damage.
Water Energy TK11S 2	TK11	TK11S_002	#002		Energy					Energy	
Water Energy TK11S 3	TK11	TK11S_003	#003		Energy					Energy	
Staravia TK11S 4	TK11	TK11S_004	#004	Colorless	Stage 1 - Starly	80	Lightning x2	Fighting -20	1		[C] Flap: 20 damage. | [C][C][C] Wing Attack: 60 damage.
Water Energy TK11S 5	TK11	TK11S_005	#005		Energy					Energy	
Water Energy TK11S 6	TK11	TK11S_006	#006		Energy					Energy	
Water Energy TK11S 7	TK11	TK11S_007	#007		Energy					Energy	
Metal Energy TK11S 8	TK11	TK11S_008	#008		Energy					Energy	
Metal Energy TK11S 9	TK11	TK11S_009	#009		Energy					Energy	
Metal Energy TK11S 10	TK11	TK11S_010	#010		Energy					Energy	
Piplup TK11S 11	TK11	TK11S_011	#011	Water	Basic	70	Lightning x2		1		[C] Peck: 10 damage. | [W][C] Wave Splash: 20 damage.
Stufful TK11S 12	TK11	TK11S_012	#012	Colorless	Basic	70	Fighting x2		2		[C] Baby-Doll Eyes: The Defending Pokemon can't retreat during your opponent's next turn. | [C][C] Tackle: 20 damage.
Prinplup TK11S 13	TK11	TK11S_013	#013	Water	Stage 1 - Piplup	90	Lightning x2		2		[W] Bubblebeam: 20 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [W][C] Wave Splash: 40 damage.
Alolan Sandshrew TK11S 14	TK11	TK11S_014	#014	Water	Basic	60	Metal x2		1		[-] Defense Curl: Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn. | [W][C][C] Ice Ball: 30 damage.
Starly TK11S 15	TK11	TK11S_015	#015	Colorless	Basic	60	Lightning x2	Fighting -20	1		[C] Bug Search: Your opponent reveals their hand. | [C][C] Flap: 20 damage.
Alolan Sandslash TK11S 16	TK11	TK11S_016	#016	Metal	Stage 1 - Alolan Sandshrew	120	Fire x2	Psychic -20	2		[M] Metal Claw: 20 damage. | [M][M][C] Tumbling Attack: 80+ damage. Flip a coin. If heads, this attack does 40 more damage.
Metal Energy TK11S 17	TK11	TK11S_017	#017		Energy					Energy	
Aron TK11S 18	TK11	TK11S_018	#018	Metal	Basic	60	Fire x2	Psychic -20	1		[M] Tackle: 10 damage. | [M][C][C] Metal Claw: 30 damage.
Hau TK11S 19	TK11	TK11S_019	#019		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Metal Energy TK11S 20	TK11	TK11S_020	#020		Energy					Energy	
Great Ball TK11S 21	TK11	TK11S_021	#021		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Staraptor TK11S 22	TK11	TK11S_022	#022	Colorless	Stage 2 - Staravia	140	Lightning x2	Fighting -20	1		[C][C] Clutch: 50 damage. The Defending Pokemon can't retreat during your opponent's next turn. | [C][C][C][C] Sky Hunting: 120 damage. If your opponent's Pokemon is Knocked Out by the damage from this attack, switch this Pokemon with 1 of your Benched Pokemon.
Hau TK11S 23	TK11	TK11S_023	#023		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Metal Energy TK11S 24	TK11	TK11S_024	#024		Energy					Energy	
Great Ball TK11S 25	TK11	TK11S_025	#025		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Water Energy TK11S 26	TK11	TK11S_026	#026		Energy					Energy	
Big Malasada TK11S 27	TK11	TK11S_027	#027		Trainer - Item						Heal 20 damage and remove a Special Condition from your Active Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Metal Energy TK11S 28	TK11	TK11S_028	#028		Energy					Energy	
Alolan Sandshrew TK11S 29	TK11	TK11S_029	#029	Water	Basic	60	Metal x2		1		[-] Defense Curl: Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn. | [W][C][C] Ice Ball: 30 damage.
Alolan Sandslash TK11S 30	TK11	TK11S_030	#030	Metal	Stage 1 - Alolan Sandshrew	120	Fire x2	Psychic -20	2		[M] Metal Claw: 20 damage. | [M][M][C] Tumbling Attack: 80+ damage. Flip a coin. If heads, this attack does 40 more damage.
Growlithe MCD18 1	MCD18	MCD18_001	#001	Fire	Basic	80	Water x2		2	Promo	[R][C][C] Take Down: 60 damage. This Pokemon does 20 damage to itself.
Psyduck MCD18 2	MCD18	MCD18_002	#002	Water	Basic	70	Grass x2		2	Promo	[C] Confusion Wave: Both Active Pokemon are now Confused.
Horsea MCD18 3	MCD18	MCD18_003	#003	Water	Basic	60	Grass x2		1	Promo	[W] Water Arrow: This attack does 10 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Pikachu MCD18 4	MCD18	MCD18_004	#004	Lightning	Basic	60	Fighting x2	Metal -20	1	Promo	[C] Pika Draw: Draw a card. | [C][C] Quick Attack: 20+ damage. Flip a coin. If heads, this attack does 20 more damage.
Slowpoke MCD18 5	MCD18	MCD18_005	#005	Psychic	Basic	70	Psychic x2		3	Promo	[C] Headbutt: 10 damage. | [P][C][C] Whimsy Tackle: 60 damage. Flip a coin. If tails, this attack does nothing.
Machop MCD18 6	MCD18	MCD18_006	#006	Fighting	Basic	60	Psychic x2		2	Promo	[F][C] Dynamic Chop: 50 damage.
Cubone MCD18 7	MCD18	MCD18_007	#007	Fighting	Basic	70	Grass x2		2	Promo	[C] Leer: Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [C][C] Headbutt: 20 damage.
Magnemite MCD18 8	MCD18	MCD18_008	#008	Metal	Basic	60	Fire x2	Psychic -20	1	Promo	[C] Searching Magnet: Search your deck for up to 3 [M] Energy cards, reveal them, and put them into your hand. Then, shuffle your deck. | [M] Tackle: 10 damage.
Dratini MCD18 9	MCD18	MCD18_009	#009	Dragon	Basic	60	Fairy x2		2	Promo	[G] Signs of Evolution: Search your deck for a Dratini, a Dragonair, and a Dragonite, reveal them, and put them into your hand. Then, shuffle your deck. | [L] Tail Smack: 10 damage.
Chansey MCD18 10	MCD18	MCD18_010	#010	Colorless	Basic	110	Fighting x2		2	Promo	[C][C] Bind Wound: Flip a coin. If heads, heal 30 damage from 1 of your Pokemon. | [C][C][C][C] Hammer In: 80 damage.
Eevee MCD18 11	MCD18	MCD18_011	#011	Colorless	Basic	60	Fighting x2		2	Promo	Ability: Energy Evolution. When you attach a basic Energy card from your hand to this Pokemon during your turn, you may search your deck for a card that evolves from this Pokemon that is the same type as that Energy card and put it onto this Pokemon to evolve it. Then, shuffle your deck. | [C] Quick Draw: Flip a coin. If heads, draw a card.
Porygon MCD18 12	MCD18	MCD18_012	#012	Colorless	Basic	60	Fighting x2		1	Promo	[C] Code Check: Look at 1 of your opponent's face-down Prize cards. | [C] Beam: 10 damage.
Caterpie MCD19 1	MCD19	MCD19_001	#001	Grass	Basic	50	Fire x2		1	Promo	[G] Surprise Attack: 20 damage. Flip a coin. If tails, this attack does nothing.
Alolan Exeggutor MCD19 2	MCD19	MCD19_002	#002	Grass	Stage 1 - Exeggcute	160	Fire x2		3	Promo	[G] Tropical Shake: 20+ damage. This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way.
Magmar MCD19 3	MCD19	MCD19_003	#003	Fire	Basic	80	Water x2		2	Promo	[R] Controlled Burn: Discard the top card of your opponent's deck. | [R][R][C] Flamethrower: 80 damage. Discard an Energy from this Pokemon.
Alolan Sandshrew MCD19 4	MCD19	MCD19_004	#004	Water	Basic	60	Metal x2		1	Promo	[-] Fury Swipes: 10x damage. Flip 3 coins. This attack does 10 damage for each heads.
Lapras MCD19 5	MCD19	MCD19_005	#005	Water	Basic	120	Grass x2		2	Promo	[W] Aqua Bullet: 20 damage. This attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [C][C][C] Hydro Pump: 70+ damage. This attack does 10 more damage times the amount of [W] Energy attached to this Pokemon.
Pikachu MCD19 6	MCD19	MCD19_006	#006	Lightning	Basic	60	Fighting x2	Metal -20	1	Promo	[L] Iron Tail: 20x damage. Flip a coin until you get tails. This attack does 20 damage for each heads.
Gastly MCD19 7	MCD19	MCD19_007	#007	Psychic	Basic	50	Darkness x2	Fighting -20	1	Promo	[P] Ominous Eyes: Put 1 damage counter on 1 of your opponent's Pokemon.
Mankey MCD19 8	MCD19	MCD19_008	#008	Fighting	Basic	60	Psychic x2		1	Promo	[F] Three-Step Strike: 10x damage. Flip 3 coins. This attack does 10 damage for each heads.
Onix MCD19 9	MCD19	MCD19_009	#009	Fighting	Basic	100	Grass x2		2	Promo	[C] Screech: During your next turn, the Defending Pokemon takes 20 more damage from attacks (after applying Weakness and Resistance). | [F][F] Rage: 10+ damage. This attack does 10 more damage for each damage counter on this Pokemon.
Alolan Meowth MCD19 10	MCD19	MCD19_010	#010	Darkness	Basic	60	Fighting x2	Psychic -20	1	Promo	[-] Spoil the Fun: 10+ damage. If you go second, this attack does 60 more damage during your first turn.
Alolan Dugtrio MCD19 11	MCD19	MCD19_011	#011	Metal	Stage 1 - Alolan Diglett	60	Fire x2	Psychic -20	1	Promo	[-] Gold Rush: 30x damage. Discard any number of [M] Energy cards from your hand. This attack does 30 damage for each card you discarded in this way.
Eevee MCD19 12	MCD19	MCD19_012	#012	Colorless	Basic	60	Fighting x2		1	Promo	[C] Gnaw: 20 damage.
Grookey SSBSP 1	SSBSP	SSBSP_001	#001	Grass	Basic	60	Fire x2		1	Promo	[G][C] Branch Poke: 30 damage.
Scorbunny SSBSP 2	SSBSP	SSBSP_002	#002	Fire	Basic	60	Water x2		1	Promo	[R] Super Singe: 10 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Burned.
Sobble SSBSP 3	SSBSP	SSBSP_003	#003	Water	Basic	60	Lightning x2		1	Promo	[W][C] Bind: 20 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.
Meowth V SSBSP 4	SSBSP	SSBSP_004	#004	Colorless	Basic (V)	180	Fighting x2		2	Promo	[C] Pay Day: 30 damage. Draw a card. | [C][C][C] Slashing Claw: 130 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Meowth VMAX SSBSP 5	SSBSP	SSBSP_005	#005	Colorless	VMAX (Gigantamax) - Meowth V	300	Fighting x2		2	Promo	[C][C][C][C] G-Max Gold Rush: 200 damage. Draw 3 cards. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Rillaboom SSBSP 6	SSBSP	SSBSP_006	#006	Grass	Stage 2 - Thwackey	170	Fire x2		3	Promo	Ability: Voltage Beat. Once during your turn, you may search your deck for up to 2 [G] Energy cards and attach them to 1 of your Pokemon. Then, shuffle your deck. | [G][G][G][C] Hammer In: 140 damage.
Frosmoth SSBSP 7	SSBSP	SSBSP_007	#007	Water	Stage 1 - Snom	90	Metal x2		2	Promo	Ability: Ice Dance. As often as you like during your turn, you may attach a [W] Energy card from your hand to 1 of your Benched [W] Pokemon. | [W][C] Aurora Beam: 30 damage.
Galarian Perrserker SSBSP 8	SSBSP	SSBSP_008	#008	Metal	Stage 1 - Galarian Meowth	120	Fire x2	Grass -30	2	Promo	Ability: Steely Spirit. Your [M] Pokemon's attacks do 20 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance). | [M][M][C] Metal Claw: 70 damage.
